"replicates","intercept","slope","Species","C_th","C_th_up"
2,-10.64,2.22,"Hemtak",0.0195395347010123,5.85609751022577
3,-10.64,2.22,"Hemtak",-0.163104282798713,5.87301177893479
4,-10.64,2.22,"Hemtak",-0.29269174037198,5.88463876630822
5,-10.64,2.22,"Hemtak",-0.393207416645922,5.89345511607318
6,-10.64,2.22,"Hemtak",-0.475334619403827,5.90053266748212
7,-10.64,2.22,"Hemtak",-0.544772130698257,5.90643109883753
8,-10.64,2.22,"Hemtak",-0.604921607752323,5.91147885652479
9,-10.64,2.22,"Hemtak",-0.657977185622337,5.91588482188234
10,-10.64,2.22,"Hemtak",-0.705437002485772,5.91978990348139
1,-10.92,2.29,"Hemtak",0.443902815713804,5.7698196389254
2,-10.92,2.29,"Hemtak",0.141212998705785,5.7993609051097
3,-10.92,2.29,"Hemtak",-0.03584782000574,5.81575814377085
4,-10.92,2.29,"Hemtak",-0.161474088919562,5.8270297210499
5,-10.92,2.29,"Hemtak",-0.258917233604344,5.83557657540718
6,-10.92,2.29,"Hemtak",-0.338533997849999,5.84243778244992
7,-10.92,2.29,"Hemtak",-0.405848965131062,5.84815591241018
8,-10.92,2.29,"Hemtak",-0.464159811882165,5.85304937182753
9,-10.92,2.29,"Hemtak",-0.515593603529078,5.85732065702131
10,-10.92,2.29,"Hemtak",-0.561602683632495,5.86110636931383
1,-10.64,2.22,"Hemtak",0.331773625218293,5.8256247626753
2,-10.64,2.22,"Hemtak",0.0195395347010123,5.85609751022577
3,-10.64,2.22,"Hemtak",-0.163104282798713,5.87301177893479
4,-10.64,2.22,"Hemtak",-0.29269174037198,5.88463876630822
5,-10.64,2.22,"Hemtak",-0.393207416645922,5.89345511607318
6,-10.64,2.22,"Hemtak",-0.475334619403827,5.90053266748212
7,-10.64,2.22,"Hemtak",-0.544772130698257,5.90643109883753
8,-10.64,2.22,"Hemtak",-0.604921607752323,5.91147885652479
9,-10.64,2.22,"Hemtak",-0.657977185622337,5.91588482188234
10,-10.64,2.22,"Hemtak",-0.705437002485772,5.91978990348139
1,-10.92,2.29,"Hemtak",0.443902815713804,5.7698196389254
2,-10.92,2.29,"Hemtak",0.141212998705785,5.7993609051097
3,-10.92,2.29,"Hemtak",-0.03584782000574,5.81575814377085
4,-10.92,2.29,"Hemtak",-0.161474088919562,5.8270297210499
5,-10.92,2.29,"Hemtak",-0.258917233604344,5.83557657540718
6,-10.92,2.29,"Hemtak",-0.338533997849999,5.84243778244992
7,-10.92,2.29,"Hemtak",-0.405848965131062,5.84815591241018
8,-10.92,2.29,"Hemtak",-0.464159811882165,5.85304937182753
9,-10.92,2.29,"Hemtak",-0.515593603529078,5.85732065702131
10,-10.92,2.29,"Hemtak",-0.561602683632495,5.86110636931383
1,-10.64,2.22,"Hemtak",0.331773625218293,5.8256247626753
2,-10.64,2.22,"Hemtak",0.0195395347010123,5.85609751022577
3,-10.64,2.22,"Hemtak",-0.163104282798713,5.87301177893479
4,-10.64,2.22,"Hemtak",-0.29269174037198,5.88463876630822
5,-10.64,2.22,"Hemtak",-0.393207416645922,5.89345511607318
6,-10.64,2.22,"Hemtak",-0.475334619403827,5.90053266748212
7,-10.64,2.22,"Hemtak",-0.544772130698257,5.90643109883753
8,-10.64,2.22,"Hemtak",-0.604921607752323,5.91147885652479
9,-10.64,2.22,"Hemtak",-0.657977185622337,5.91588482188234
10,-10.64,2.22,"Hemtak",-0.705437002485772,5.91978990348139
1,-10.92,2.29,"Hemtak",0.443902815713804,5.7698196389254
2,-10.92,2.29,"Hemtak",0.141212998705785,5.7993609051097
3,-10.92,2.29,"Hemtak",-0.03584782000574,5.81575814377085
4,-10.92,2.29,"Hemtak",-0.161474088919562,5.8270297210499
5,-10.92,2.29,"Hemtak",-0.258917233604344,5.83557657540718
6,-10.92,2.29,"Hemtak",-0.338533997849999,5.84243778244992
7,-10.92,2.29,"Hemtak",-0.405848965131062,5.84815591241018
8,-10.92,2.29,"Hemtak",-0.464159811882165,5.85304937182753
9,-10.92,2.29,"Hemtak",-0.515593603529078,5.85732065702131
10,-10.92,2.29,"Hemtak",-0.561602683632495,5.86110636931383
1,-10.64,2.22,"Hemtak",0.331773625218293,5.8256247626753
2,-10.64,2.22,"Hemtak",0.0195395347010123,5.85609751022577
3,-10.64,2.22,"Hemtak",-0.163104282798713,5.87301177893479
4,-10.64,2.22,"Hemtak",-0.29269174037198,5.88463876630822
5,-10.64,2.22,"Hemtak",-0.393207416645922,5.89345511607318
6,-10.64,2.22,"Hemtak",-0.475334619403827,5.90053266748212
7,-10.64,2.22,"Hemtak",-0.544772130698257,5.90643109883753
8,-10.64,2.22,"Hemtak",-0.604921607752323,5.91147885652479
9,-10.64,2.22,"Hemtak",-0.657977185622337,5.91588482188234
10,-10.64,2.22,"Hemtak",-0.705437002485772,5.91978990348139
1,-10.92,2.29,"Hemtak",0.443902815713804,5.7698196389254
2,-10.92,2.29,"Hemtak",0.141212998705785,5.7993609051097
3,-10.92,2.29,"Hemtak",-0.03584782000574,5.81575814377085
4,-10.92,2.29,"Hemtak",-0.161474088919562,5.8270297210499
5,-10.92,2.29,"Hemtak",-0.258917233604344,5.83557657540718
6,-10.92,2.29,"Hemtak",-0.338533997849999,5.84243778244992
7,-10.92,2.29,"Hemtak",-0.405848965131062,5.84815591241018
8,-10.92,2.29,"Hemtak",-0.464159811882165,5.85304937182753
9,-10.92,2.29,"Hemtak",-0.515593603529078,5.85732065702131
10,-10.92,2.29,"Hemtak",-0.561602683632495,5.86110636931383
1,-10.64,2.22,"Hemtak",0.331773625218293,5.8256247626753
2,-10.64,2.22,"Hemtak",0.0195395347010123,5.85609751022577
3,-10.64,2.22,"Hemtak",-0.163104282798713,5.87301177893479
4,-10.64,2.22,"Hemtak",-0.29269174037198,5.88463876630822
5,-10.64,2.22,"Hemtak",-0.393207416645922,5.89345511607318
6,-10.64,2.22,"Hemtak",-0.475334619403827,5.90053266748212
7,-10.64,2.22,"Hemtak",-0.544772130698257,5.90643109883753
8,-10.64,2.22,"Hemtak",-0.604921607752323,5.91147885652479
9,-10.64,2.22,"Hemtak",-0.657977185622337,5.91588482188234
10,-10.64,2.22,"Hemtak",-0.705437002485772,5.91978990348139
1,-10.92,2.29,"Hemtak",0.443902815713804,5.7698196389254
2,-10.92,2.29,"Hemtak",0.141212998705785,5.7993609051097
3,-10.92,2.29,"Hemtak",-0.03584782000574,5.81575814377085
4,-10.92,2.29,"Hemtak",-0.161474088919562,5.8270297210499
5,-10.92,2.29,"Hemtak",-0.258917233604344,5.83557657540718
6,-10.92,2.29,"Hemtak",-0.338533997849999,5.84243778244992
7,-10.92,2.29,"Hemtak",-0.405848965131062,5.84815591241018
8,-10.92,2.29,"Hemtak",-0.464159811882165,5.85304937182753
9,-10.92,2.29,"Hemtak",-0.515593603529078,5.85732065702131
10,-10.92,2.29,"Hemtak",-0.561602683632495,5.86110636931383
1,-10.64,2.22,"Hemtak",0.331773625218293,5.8256247626753
2,-10.64,2.22,"Hemtak",0.0195395347010123,5.85609751022577
3,-10.64,2.22,"Hemtak",-0.163104282798713,5.87301177893479
4,-10.64,2.22,"Hemtak",-0.29269174037198,5.88463876630822
5,-10.64,2.22,"Hemtak",-0.393207416645922,5.89345511607318
6,-10.64,2.22,"Hemtak",-0.475334619403827,5.90053266748212
7,-10.64,2.22,"Hemtak",-0.544772130698257,5.90643109883753
8,-10.64,2.22,"Hemtak",-0.604921607752323,5.91147885652479
9,-10.64,2.22,"Hemtak",-0.657977185622337,5.91588482188234
10,-10.64,2.22,"Hemtak",-0.705437002485772,5.91978990348139
1,-10.92,2.29,"Hemtak",0.443902815713804,5.7698196389254
2,-10.92,2.29,"Hemtak",0.141212998705785,5.7993609051097
3,-10.92,2.29,"Hemtak",-0.03584782000574,5.81575814377085
4,-10.92,2.29,"Hemtak",-0.161474088919562,5.8270297210499
5,-10.92,2.29,"Hemtak",-0.258917233604344,5.83557657540718
6,-10.92,2.29,"Hemtak",-0.338533997849999,5.84243778244992
7,-10.92,2.29,"Hemtak",-0.405848965131062,5.84815591241018
8,-10.92,2.29,"Hemtak",-0.464159811882165,5.85304937182753
9,-10.92,2.29,"Hemtak",-0.515593603529078,5.85732065702131
10,-10.92,2.29,"Hemtak",-0.561602683632495,5.86110636931383
1,-10.64,2.22,"Hemtak",0.331773625218293,5.8256247626753
2,-10.64,2.22,"Hemtak",0.0195395347010123,5.85609751022577
3,-10.64,2.22,"Hemtak",-0.163104282798713,5.87301177893479
4,-10.64,2.22,"Hemtak",-0.29269174037198,5.88463876630822
5,-10.64,2.22,"Hemtak",-0.393207416645922,5.89345511607318
6,-10.64,2.22,"Hemtak",-0.475334619403827,5.90053266748212
7,-10.64,2.22,"Hemtak",-0.544772130698257,5.90643109883753
8,-10.64,2.22,"Hemtak",-0.604921607752323,5.91147885652479
9,-10.64,2.22,"Hemtak",-0.657977185622337,5.91588482188234
10,-10.64,2.22,"Hemtak",-0.705437002485772,5.91978990348139
1,-10.92,2.29,"Hemtak",0.443902815713804,5.7698196389254
2,-10.92,2.29,"Hemtak",0.141212998705785,5.7993609051097
3,-10.92,2.29,"Hemtak",-0.03584782000574,5.81575814377085
4,-10.92,2.29,"Hemtak",-0.161474088919562,5.8270297210499
5,-10.92,2.29,"Hemtak",-0.258917233604344,5.83557657540718
6,-10.92,2.29,"Hemtak",-0.338533997849999,5.84243778244992
7,-10.92,2.29,"Hemtak",-0.405848965131062,5.84815591241018
8,-10.92,2.29,"Hemtak",-0.464159811882165,5.85304937182753
9,-10.92,2.29,"Hemtak",-0.515593603529078,5.85732065702131
10,-10.92,2.29,"Hemtak",-0.561602683632495,5.86110636931383
1,-10.64,2.22,"Hemtak",0.331773625218293,5.8256247626753
2,-10.64,2.22,"Hemtak",0.0195395347010123,5.85609751022577
3,-10.64,2.22,"Hemtak",-0.163104282798713,5.87301177893479
4,-10.64,2.22,"Hemtak",-0.29269174037198,5.88463876630822
5,-10.64,2.22,"Hemtak",-0.393207416645922,5.89345511607318
6,-10.64,2.22,"Hemtak",-0.475334619403827,5.90053266748212
7,-10.64,2.22,"Hemtak",-0.544772130698257,5.90643109883753
8,-10.64,2.22,"Hemtak",-0.604921607752323,5.91147885652479
9,-10.64,2.22,"Hemtak",-0.657977185622337,5.91588482188234
10,-10.64,2.22,"Hemtak",-0.705437002485772,5.91978990348139
1,-10.92,2.29,"Hemtak",0.443902815713804,5.7698196389254
2,-10.92,2.29,"Hemtak",0.141212998705785,5.7993609051097
3,-10.92,2.29,"Hemtak",-0.03584782000574,5.81575814377085
4,-10.92,2.29,"Hemtak",-0.161474088919562,5.8270297210499
5,-10.92,2.29,"Hemtak",-0.258917233604344,5.83557657540718
6,-10.92,2.29,"Hemtak",-0.338533997849999,5.84243778244992
7,-10.92,2.29,"Hemtak",-0.405848965131062,5.84815591241018
8,-10.92,2.29,"Hemtak",-0.464159811882165,5.85304937182753
9,-10.92,2.29,"Hemtak",-0.515593603529078,5.85732065702131
10,-10.92,2.29,"Hemtak",-0.561602683632495,5.86110636931383
