"replicates","intercept","slope","Species","C_th","C_th_up"
4,-10.41,2.27,"Calsap",-0.38756637164132,5.65369958643359
5,-10.41,2.27,"Calsap",-0.485868046235219,5.66232174347245
6,-10.41,2.27,"Calsap",-0.566186279769382,5.66924340167855
7,-10.41,2.27,"Calsap",-0.634094330462613,5.67501191163846
8,-10.41,2.27,"Calsap",-0.69291892916747,5.6799484852357
9,-10.41,2.27,"Calsap",-0.744805881974268,5.68425740289815
10,-10.41,2.27,"Calsap",-0.791220328422209,5.688076469484
1,-10.34,2.19,"Calsap",0.199332168029503,5.7684415402462
2,-10.34,2.19,"Calsap",-0.117179101809933,5.79933172269461
3,-10.34,2.19,"Calsap",-0.302324889412395,5.81647769371472
4,-10.34,2.19,"Calsap",-0.43368751763735,5.82826395488779
5,-10.34,2.19,"Calsap",-0.535580120983537,5.83720107656733
6,-10.34,2.19,"Calsap",-0.618832353916209,5.8443755807353
7,-10.34,2.19,"Calsap",-0.689221063995494,5.85035481252023
8,-10.34,2.19,"Calsap",-0.750194506488656,5.85547171757307
9,-10.34,2.19,"Calsap",-0.803976873096616,5.85993803862046
10,-10.34,2.19,"Calsap",-0.852086824437632,5.86389661448798
1,-10.41,2.27,"Calsap",0.223144250213485,5.5959854507221
2,-10.41,2.27,"Calsap",-0.0822124374289661,5.62578699237939
3,-10.41,2.27,"Calsap",-0.260833263353808,5.64232870010363
4,-10.41,2.27,"Calsap",-0.38756637164132,5.65369958643359
5,-10.41,2.27,"Calsap",-0.485868046235219,5.66232174347245
6,-10.41,2.27,"Calsap",-0.566186279769382,5.66924340167855
7,-10.41,2.27,"Calsap",-0.634094330462613,5.67501191163846
8,-10.41,2.27,"Calsap",-0.69291892916747,5.6799484852357
9,-10.41,2.27,"Calsap",-0.744805881974268,5.68425740289815
10,-10.41,2.27,"Calsap",-0.791220328422209,5.688076469484
1,-10.34,2.19,"Calsap",0.199332168029503,5.7684415402462
2,-10.34,2.19,"Calsap",-0.117179101809933,5.79933172269461
3,-10.34,2.19,"Calsap",-0.302324889412395,5.81647769371472
4,-10.34,2.19,"Calsap",-0.43368751763735,5.82826395488779
5,-10.34,2.19,"Calsap",-0.535580120983537,5.83720107656733
6,-10.34,2.19,"Calsap",-0.618832353916209,5.8443755807353
7,-10.34,2.19,"Calsap",-0.689221063995494,5.85035481252023
8,-10.34,2.19,"Calsap",-0.750194506488656,5.85547171757307
9,-10.34,2.19,"Calsap",-0.803976873096616,5.85993803862046
10,-10.34,2.19,"Calsap",-0.852086824437632,5.86389661448798
1,-10.41,2.27,"Calsap",0.223144250213485,5.5959854507221
2,-10.41,2.27,"Calsap",-0.0822124374289661,5.62578699237939
3,-10.41,2.27,"Calsap",-0.260833263353808,5.64232870010363
4,-10.41,2.27,"Calsap",-0.38756637164132,5.65369958643359
5,-10.41,2.27,"Calsap",-0.485868046235219,5.66232174347245
6,-10.41,2.27,"Calsap",-0.566186279769382,5.66924340167855
7,-10.41,2.27,"Calsap",-0.634094330462613,5.67501191163846
8,-10.41,2.27,"Calsap",-0.69291892916747,5.6799484852357
9,-10.41,2.27,"Calsap",-0.744805881974268,5.68425740289815
10,-10.41,2.27,"Calsap",-0.791220328422209,5.688076469484
1,-10.34,2.19,"Calsap",0.199332168029503,5.7684415402462
2,-10.34,2.19,"Calsap",-0.117179101809933,5.79933172269461
3,-10.34,2.19,"Calsap",-0.302324889412395,5.81647769371472
4,-10.34,2.19,"Calsap",-0.43368751763735,5.82826395488779
5,-10.34,2.19,"Calsap",-0.535580120983537,5.83720107656733
6,-10.34,2.19,"Calsap",-0.618832353916209,5.8443755807353
7,-10.34,2.19,"Calsap",-0.689221063995494,5.85035481252023
8,-10.34,2.19,"Calsap",-0.750194506488656,5.85547171757307
9,-10.34,2.19,"Calsap",-0.803976873096616,5.85993803862046
10,-10.34,2.19,"Calsap",-0.852086824437632,5.86389661448798
1,-10.41,2.27,"Calsap",0.223144250213485,5.5959854507221
2,-10.41,2.27,"Calsap",-0.0822124374289661,5.62578699237939
3,-10.41,2.27,"Calsap",-0.260833263353808,5.64232870010363
4,-10.41,2.27,"Calsap",-0.38756637164132,5.65369958643359
5,-10.41,2.27,"Calsap",-0.485868046235219,5.66232174347245
6,-10.41,2.27,"Calsap",-0.566186279769382,5.66924340167855
7,-10.41,2.27,"Calsap",-0.634094330462613,5.67501191163846
8,-10.41,2.27,"Calsap",-0.69291892916747,5.6799484852357
9,-10.41,2.27,"Calsap",-0.744805881974268,5.68425740289815
10,-10.41,2.27,"Calsap",-0.791220328422209,5.688076469484
1,-10.34,2.19,"Calsap",0.199332168029503,5.7684415402462
2,-10.34,2.19,"Calsap",-0.117179101809933,5.79933172269461
3,-10.34,2.19,"Calsap",-0.302324889412395,5.81647769371472
4,-10.34,2.19,"Calsap",-0.43368751763735,5.82826395488779
5,-10.34,2.19,"Calsap",-0.535580120983537,5.83720107656733
6,-10.34,2.19,"Calsap",-0.618832353916209,5.8443755807353
7,-10.34,2.19,"Calsap",-0.689221063995494,5.85035481252023
8,-10.34,2.19,"Calsap",-0.750194506488656,5.85547171757307
9,-10.34,2.19,"Calsap",-0.803976873096616,5.85993803862046
10,-10.34,2.19,"Calsap",-0.852086824437632,5.86389661448798
1,-10.41,2.27,"Calsap",0.223144250213485,5.5959854507221
2,-10.41,2.27,"Calsap",-0.0822124374289661,5.62578699237939
3,-10.41,2.27,"Calsap",-0.260833263353808,5.64232870010363
4,-10.41,2.27,"Calsap",-0.38756637164132,5.65369958643359
5,-10.41,2.27,"Calsap",-0.485868046235219,5.66232174347245
6,-10.41,2.27,"Calsap",-0.566186279769382,5.66924340167855
7,-10.41,2.27,"Calsap",-0.634094330462613,5.67501191163846
8,-10.41,2.27,"Calsap",-0.69291892916747,5.6799484852357
9,-10.41,2.27,"Calsap",-0.744805881974268,5.68425740289815
10,-10.41,2.27,"Calsap",-0.791220328422209,5.688076469484
1,-10.34,2.19,"Calsap",0.199332168029503,5.7684415402462
2,-10.34,2.19,"Calsap",-0.117179101809933,5.79933172269461
3,-10.34,2.19,"Calsap",-0.302324889412395,5.81647769371472
4,-10.34,2.19,"Calsap",-0.43368751763735,5.82826395488779
5,-10.34,2.19,"Calsap",-0.535580120983537,5.83720107656733
6,-10.34,2.19,"Calsap",-0.618832353916209,5.8443755807353
7,-10.34,2.19,"Calsap",-0.689221063995494,5.85035481252023
8,-10.34,2.19,"Calsap",-0.750194506488656,5.85547171757307
9,-10.34,2.19,"Calsap",-0.803976873096616,5.85993803862046
10,-10.34,2.19,"Calsap",-0.852086824437632,5.86389661448798
1,-10.41,2.27,"Calsap",0.223144250213485,5.5959854507221
2,-10.41,2.27,"Calsap",-0.0822124374289661,5.62578699237939
3,-10.41,2.27,"Calsap",-0.260833263353808,5.64232870010363
4,-10.41,2.27,"Calsap",-0.38756637164132,5.65369958643359
5,-10.41,2.27,"Calsap",-0.485868046235219,5.66232174347245
6,-10.41,2.27,"Calsap",-0.566186279769382,5.66924340167855
7,-10.41,2.27,"Calsap",-0.634094330462613,5.67501191163846
8,-10.41,2.27,"Calsap",-0.69291892916747,5.6799484852357
9,-10.41,2.27,"Calsap",-0.744805881974268,5.68425740289815
10,-10.41,2.27,"Calsap",-0.791220328422209,5.688076469484
1,-10.34,2.19,"Calsap",0.199332168029503,5.7684415402462
2,-10.34,2.19,"Calsap",-0.117179101809933,5.79933172269461
3,-10.34,2.19,"Calsap",-0.302324889412395,5.81647769371472
4,-10.34,2.19,"Calsap",-0.43368751763735,5.82826395488779
5,-10.34,2.19,"Calsap",-0.535580120983537,5.83720107656733
6,-10.34,2.19,"Calsap",-0.618832353916209,5.8443755807353
7,-10.34,2.19,"Calsap",-0.689221063995494,5.85035481252023
8,-10.34,2.19,"Calsap",-0.750194506488656,5.85547171757307
9,-10.34,2.19,"Calsap",-0.803976873096616,5.85993803862046
10,-10.34,2.19,"Calsap",-0.852086824437632,5.86389661448798
1,-10.41,2.27,"Calsap",0.223144250213485,5.5959854507221
2,-10.41,2.27,"Calsap",-0.0822124374289661,5.62578699237939
3,-10.41,2.27,"Calsap",-0.260833263353808,5.64232870010363
4,-10.41,2.27,"Calsap",-0.38756637164132,5.65369958643359
5,-10.41,2.27,"Calsap",-0.485868046235219,5.66232174347245
6,-10.41,2.27,"Calsap",-0.566186279769382,5.66924340167855
7,-10.41,2.27,"Calsap",-0.634094330462613,5.67501191163846
8,-10.41,2.27,"Calsap",-0.69291892916747,5.6799484852357
9,-10.41,2.27,"Calsap",-0.744805881974268,5.68425740289815
10,-10.41,2.27,"Calsap",-0.791220328422209,5.688076469484
1,-10.34,2.19,"Calsap",0.199332168029503,5.7684415402462
2,-10.34,2.19,"Calsap",-0.117179101809933,5.79933172269461
3,-10.34,2.19,"Calsap",-0.302324889412395,5.81647769371472
4,-10.34,2.19,"Calsap",-0.43368751763735,5.82826395488779
5,-10.34,2.19,"Calsap",-0.535580120983537,5.83720107656733
6,-10.34,2.19,"Calsap",-0.618832353916209,5.8443755807353
7,-10.34,2.19,"Calsap",-0.689221063995494,5.85035481252023
8,-10.34,2.19,"Calsap",-0.750194506488656,5.85547171757307
9,-10.34,2.19,"Calsap",-0.803976873096616,5.85993803862046
10,-10.34,2.19,"Calsap",-0.852086824437632,5.86389661448798
